id,text,num_words,first_pos_tag,entity,is_singleton,previous_words,next_words
4028,"0,02\CD persen,\CD",2,CD,NUM|OTHER,True,"['BNIMF\\NNP', 'terdiri\\VB', 'dari\\IN', 'BNI\\NNP', '99,98\\CD', 'persen\\CD', 'dan\\CC', 'Koperasi\\NN', 'Karyawan\\NN', 'BNIMF\\NNP']","['jelas\\VB', 'nya.\\PRP', 'Selain\\IN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Multifinance,\\NNP', 'Bank\\NNP', 'BNI\\NNP', 'juga\\RB']"
4029,nya.\PRP,1,PRP,OTHER,False,"['BNI\\NNP', '99,98\\CD', 'persen\\CD', 'dan\\CC', 'Koperasi\\NN', 'Karyawan\\NN', 'BNIMF\\NNP', '0,02\\CD', 'persen,\\CD', 'jelas\\VB']","['Selain\\IN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Multifinance,\\NNP', 'Bank\\NNP', 'BNI\\NNP', 'juga\\RB', 'memiliki\\VB', 'penyertaan\\NN']"
4030,"PT\NNP BNI\NNP Multifinance,\NNP",3,NNP,FACILITY|OTHER,True,"['dan\\CC', 'Koperasi\\NN', 'Karyawan\\NN', 'BNIMF\\NNP', '0,02\\CD', 'persen,\\CD', 'jelas\\VB', 'nya.\\PRP', 'Selain\\IN', 'di\\IN']","['Bank\\NNP', 'BNI\\NNP', 'juga\\RB', 'memiliki\\VB', 'penyertaan\\NN', 'modal\\NN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Securities\\NNP']"
4031,Bank\NNP BNI\NNP,2,NNP,ORGANIZATION,True,"['BNIMF\\NNP', '0,02\\CD', 'persen,\\CD', 'jelas\\VB', 'nya.\\PRP', 'Selain\\IN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Multifinance,\\NNP']","['juga\\RB', 'memiliki\\VB', 'penyertaan\\NN', 'modal\\NN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Securities\\NNP', 'sebesar\\JJ', '99,85\\CD']"
4032,penyertaan\NN modal\NN,2,NN,OTHER,True,"['nya.\\PRP', 'Selain\\IN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Multifinance,\\NNP', 'Bank\\NNP', 'BNI\\NNP', 'juga\\RB', 'memiliki\\VB']","['di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Securities\\NNP', 'sebesar\\JJ', '99,85\\CD', 'persen\\CD', 'dan\\CC', 'di\\IN', 'PT\\NNP']"
4033,PT\NNP BNI\NNP Securities\NNP,3,NNP,ORGANIZATION,True,"['PT\\NNP', 'BNI\\NNP', 'Multifinance,\\NNP', 'Bank\\NNP', 'BNI\\NNP', 'juga\\RB', 'memiliki\\VB', 'penyertaan\\NN', 'modal\\NN', 'di\\IN']","['sebesar\\JJ', '99,85\\CD', 'persen\\CD', 'dan\\CC', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Life\\NNP', 'Insurance\\NNP', 'sebanyak\\CD']"
4034,"sebesar\JJ 99,85\CD persen\CD",3,JJ,OTHER|NUM,True,"['Bank\\NNP', 'BNI\\NNP', 'juga\\RB', 'memiliki\\VB', 'penyertaan\\NN', 'modal\\NN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Securities\\NNP']","['dan\\CC', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Life\\NNP', 'Insurance\\NNP', 'sebanyak\\CD', '59,78\\CD', 'persen.\\CD', 'Menteri\\NNP']"
4035,PT\NNP BNI\NNP Life\NNP Insurance\NNP,4,NNP,ORGANIZATION,True,"['modal\\NN', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Securities\\NNP', 'sebesar\\JJ', '99,85\\CD', 'persen\\CD', 'dan\\CC', 'di\\IN']","['sebanyak\\CD', '59,78\\CD', 'persen.\\CD', 'Menteri\\NNP', 'Keuangan\\NNP', 'Menkeu\\NNP', 'Sri\\NNP', 'Mulyani\\NNP', 'Indrawati\\NNP', 'mencabut\\VB']"
4036,"sebanyak\CD 59,78\CD persen.\CD",3,CD,OTHER|PERSON,True,"['Securities\\NNP', 'sebesar\\JJ', '99,85\\CD', 'persen\\CD', 'dan\\CC', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Life\\NNP', 'Insurance\\NNP']","['Menteri\\NNP', 'Keuangan\\NNP', 'Menkeu\\NNP', 'Sri\\NNP', 'Mulyani\\NNP', 'Indrawati\\NNP', 'mencabut\\VB', 'izin\\NN', 'usaha\\NN', 'PT\\NNP']"
4037,Menteri\NNP Keuangan\NNP Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP,6,NNP,TITLE|PERSON,True,"['persen\\CD', 'dan\\CC', 'di\\IN', 'PT\\NNP', 'BNI\\NNP', 'Life\\NNP', 'Insurance\\NNP', 'sebanyak\\CD', '59,78\\CD', 'persen.\\CD']","['mencabut\\VB', 'izin\\NN', 'usaha\\NN', 'PT\\NNP', 'Danamon\\NNP', 'Asuransi\\NNP', 'melalui\\IN', 'Keputusan\\NNP', 'Menteri\\NNP', 'Keuangan\\NNP']"
4038,PT\NNP Danamon\NNP Asuransi\NNP,3,NNP,ORGANIZATION,True,"['persen.\\CD', 'Menteri\\NNP', 'Keuangan\\NNP', 'Menkeu\\NNP', 'Sri\\NNP', 'Mulyani\\NNP', 'Indrawati\\NNP', 'mencabut\\VB', 'izin\\NN', 'usaha\\NN']","['melalui\\IN', 'Keputusan\\NNP', 'Menteri\\NNP', 'Keuangan\\NNP', 'RI\\NNP', 'Nomor\\NNP', 'Kep\\NNP', '-\\NNP', '176/\\NNP', 'KM.10/\\NNP']"
4039,Keputusan\NNP Menteri\NNP Keuangan\NNP RI\NNP Nomor\NNP Kep\NNP -\NNP 176/\NNP KM.10/\NNP 7\NNP,10,NNP,ORGANIZATION|TIME,True,"['Sri\\NNP', 'Mulyani\\NNP', 'Indrawati\\NNP', 'mencabut\\VB', 'izin\\NN', 'usaha\\NN', 'PT\\NNP', 'Danamon\\NNP', 'Asuransi\\NNP', 'melalui\\IN']","['tanggal\\NN', '17\\CD', 'September\\NNP', '2007.\\CD', 'Pemberitahuan\\NN', 'Badan\\NNP', 'Pengawas\\NNP', 'Pasar\\NNP', 'Modal\\NNP', 'dan\\CC']"
4040,Pasar\NNP Modal\NNP,2,NNP,ORGANIZATION,True,"['176/\\NNP', 'KM.10/\\NNP', '7\\NNP', 'tanggal\\NN', '17\\CD', 'September\\NNP', '2007.\\CD', 'Pemberitahuan\\NN', 'Badan\\NNP', 'Pengawas\\NNP']","['dan\\CC', 'Lembaga\\NNP', 'Keuangan\\NNP', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP']"
4041,Lembaga\NNP Keuangan\NNP,2,NNP,ORGANIZATION,True,"['tanggal\\NN', '17\\CD', 'September\\NNP', '2007.\\CD', 'Pemberitahuan\\NN', 'Badan\\NNP', 'Pengawas\\NNP', 'Pasar\\NNP', 'Modal\\NNP', 'dan\\CC']","['Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP', 'di\\IN', 'Jakarta,\\NNP', 'Jumat,\\NNP']"
4042,Bapepam\NNP -\NNP LK\NNP,3,NNP,ORGANIZATION|OTHER|PERSON,False,"['September\\NNP', '2007.\\CD', 'Pemberitahuan\\NN', 'Badan\\NNP', 'Pengawas\\NNP', 'Pasar\\NNP', 'Modal\\NNP', 'dan\\CC', 'Lembaga\\NNP', 'Keuangan\\NNP']","['melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP', 'di\\IN', 'Jakarta,\\NNP', 'Jumat,\\NNP', 'menyebutkan\\VB', 'pencabutan\\NN', 'izin\\NN']"
4043,nya\PRP,1,PRP,OTHER,False,"['Modal\\NNP', 'dan\\CC', 'Lembaga\\NNP', 'Keuangan\\NNP', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ']","['di\\IN', 'Jakarta,\\NNP', 'Jumat,\\NNP', 'menyebutkan\\VB', 'pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'itu\\PR', 'dikarenakan\\VB', 'adanya\\NN']"
4044,"Jakarta,\NNP",1,NNP,OTHER,True,"['Lembaga\\NNP', 'Keuangan\\NNP', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP', 'di\\IN']","['Jumat,\\NNP', 'menyebutkan\\VB', 'pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'itu\\PR', 'dikarenakan\\VB', 'adanya\\NN', 'pengembalian\\NN', 'izin\\NN']"
4045,"Jumat,\NNP",1,NNP,OTHER,True,"['Keuangan\\NNP', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP', 'di\\IN', 'Jakarta,\\NNP']","['menyebutkan\\VB', 'pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'itu\\PR', 'dikarenakan\\VB', 'adanya\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha.\\NN']"
4046,pencabutan\NN izin\NN usaha\NN itu\PR,4,NN,TITLE|OTHER,True,"['-\\NNP', 'LK\\NNP', 'melalui\\IN', 'situs\\NN', 'resmi\\JJ', 'nya\\PRP', 'di\\IN', 'Jakarta,\\NNP', 'Jumat,\\NNP', 'menyebutkan\\VB']","['dikarenakan\\VB', 'adanya\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha.\\NN', 'Sebelum\\SC', 'nya\\PRP', 'pada\\IN', '29\\CD', 'September\\NNP']"
4047,adanya\NN pengembalian\NN izin\NN usaha.\NN,4,NN,OTHER|THINGS,True,"['nya\\PRP', 'di\\IN', 'Jakarta,\\NNP', 'Jumat,\\NNP', 'menyebutkan\\VB', 'pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'itu\\PR', 'dikarenakan\\VB']","['Sebelum\\SC', 'nya\\PRP', 'pada\\IN', '29\\CD', 'September\\NNP', '2007,\\CD', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'juga\\RB']"
4048,nya\PRP,1,PRP,PERSON,True,"['pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'itu\\PR', 'dikarenakan\\VB', 'adanya\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha.\\NN', 'Sebelum\\SC']","['pada\\IN', '29\\CD', 'September\\NNP', '2007,\\CD', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'juga\\RB', 'mengumumkan\\VB', 'pencabutan\\NN']"
4049,"29\CD September\NNP 2007,\CD",3,CD,TIME|OTHER,True,"['usaha\\NN', 'itu\\PR', 'dikarenakan\\VB', 'adanya\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha.\\NN', 'Sebelum\\SC', 'nya\\PRP', 'pada\\IN']","['Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'juga\\RB', 'mengumumkan\\VB', 'pencabutan\\NN', '13\\CD', 'izin\\NN', 'usaha\\NN', 'perusahaan\\NN']"
4050,Bapepam\NNP -\NNP LK\NNP,3,NNP,PERSON|OTHER|ORGANIZATION,False,"['adanya\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha.\\NN', 'Sebelum\\SC', 'nya\\PRP', 'pada\\IN', '29\\CD', 'September\\NNP', '2007,\\CD']","['juga\\RB', 'mengumumkan\\VB', 'pencabutan\\NN', '13\\CD', 'izin\\NN', 'usaha\\NN', 'perusahaan\\NN', 'yang\\SC', 'berkaitan\\VB', 'dengan\\IN']"
4051,13\CD,1,CD,THINGS,True,"['pada\\IN', '29\\CD', 'September\\NNP', '2007,\\CD', 'Bapepam\\NNP', '-\\NNP', 'LK\\NNP', 'juga\\RB', 'mengumumkan\\VB', 'pencabutan\\NN']","['izin\\NN', 'usaha\\NN', 'perusahaan\\NN', 'yang\\SC', 'berkaitan\\VB', 'dengan\\IN', 'perasuransian\\NN', 'oleh\\IN', 'Menteri\\NN', 'Keuangan.\\NN']"
4052,perasuransian\NN,1,NN,OTHER,True,"['juga\\RB', 'mengumumkan\\VB', 'pencabutan\\NN', '13\\CD', 'izin\\NN', 'usaha\\NN', 'perusahaan\\NN', 'yang\\SC', 'berkaitan\\VB', 'dengan\\IN']","['oleh\\IN', 'Menteri\\NN', 'Keuangan.\\NN', 'Sebanyak\\CD', '11\\CD', 'izin\\NN', 'perusahaan\\NN', 'di\\IN', 'antara\\NN', 'nya,\\PRP']"
4053,Menteri\NN Keuangan.\NN,2,NN,TITLE,True,"['pencabutan\\NN', '13\\CD', 'izin\\NN', 'usaha\\NN', 'perusahaan\\NN', 'yang\\SC', 'berkaitan\\VB', 'dengan\\IN', 'perasuransian\\NN', 'oleh\\IN']","['Sebanyak\\CD', '11\\CD', 'izin\\NN', 'perusahaan\\NN', 'di\\IN', 'antara\\NN', 'nya,\\PRP', 'sebagai\\IN', 'tindak\\NN', 'lanjut\\NN']"
4054,izin\NN perusahaan\NN,2,NN,PERSON,True,"['perusahaan\\NN', 'yang\\SC', 'berkaitan\\VB', 'dengan\\IN', 'perasuransian\\NN', 'oleh\\IN', 'Menteri\\NN', 'Keuangan.\\NN', 'Sebanyak\\CD', '11\\CD']","['di\\IN', 'antara\\NN', 'nya,\\PRP', 'sebagai\\IN', 'tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'pengenaan\\NN', 'sanksi\\NN']"
4055,"nya,\PRP",1,PRP,OTHER,True,"['perasuransian\\NN', 'oleh\\IN', 'Menteri\\NN', 'Keuangan.\\NN', 'Sebanyak\\CD', '11\\CD', 'izin\\NN', 'perusahaan\\NN', 'di\\IN', 'antara\\NN']","['sebagai\\IN', 'tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN']"
4056,tindak\NN lanjut\NN pengenaan\NN sanksi\NN,4,NN,THINGS,True,"['Menteri\\NN', 'Keuangan.\\NN', 'Sebanyak\\CD', '11\\CD', 'izin\\NN', 'perusahaan\\NN', 'di\\IN', 'antara\\NN', 'nya,\\PRP', 'sebagai\\IN']","['pengenaan\\NN', 'sanksi\\NN', 'Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN', 'PKU.\\NN', 'Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN']"
4057,pengenaan\NN sanksi\NN,2,NN,THINGS,True,"['izin\\NN', 'perusahaan\\NN', 'di\\IN', 'antara\\NN', 'nya,\\PRP', 'sebagai\\IN', 'tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN']","['Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN', 'PKU.\\NN', 'Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN']"
4058,Pembatasan\NN Kegiatan\NN Usaha\NN,3,NN,THINGS,False,"['di\\IN', 'antara\\NN', 'nya,\\PRP', 'sebagai\\IN', 'tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'pengenaan\\NN', 'sanksi\\NN']","['PKU.\\NN', 'Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'pialang\\NN']"
4059,PKU.\NN,1,NN,OTHER,False,"['sebagai\\IN', 'tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN']","['Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'pialang\\NN', 'asuransi,\\NN']"
4060,Perusahaan-perusahaan\NN tersebut\PR,2,NN,OTHER,True,"['tindak\\NN', 'lanjut\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'pengenaan\\NN', 'sanksi\\NN', 'Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN', 'PKU.\\NN']","['terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'pialang\\NN', 'asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP']"
4061,dua\CD perusahaan\NN,2,CD,FACILITY,True,"['pengenaan\\NN', 'sanksi\\NN', 'Pembatasan\\NN', 'Kegiatan\\NN', 'Usaha\\NN', 'PKU.\\NN', 'Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN']","['di\\IN', 'bidang\\NN', 'pialang\\NN', 'asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Putera\\NNP', 'Master\\NNP', 'Insurance\\NNP', 'Broker\\NNP']"
4062,"pialang\NN asuransi,\NN",2,NN,OTHER,True,"['Usaha\\NN', 'PKU.\\NN', 'Perusahaan-perusahaan\\NN', 'tersebut\\PR', 'terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN']","['yaitu\\SC', 'PT\\NNP', 'Putera\\NNP', 'Master\\NNP', 'Insurance\\NNP', 'Broker\\NNP', 'dan\\CC', 'PT\\NNP', 'Esa\\NNP', 'Tama.\\NNP']"
4063,PT\NNP Putera\NNP Master\NNP Insurance\NNP Broker\NNP,5,NNP,ORGANIZATION,True,"['tersebut\\PR', 'terdiri\\VB', 'dari\\IN', 'dua\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'pialang\\NN', 'asuransi,\\NN', 'yaitu\\SC']","['dan\\CC', 'PT\\NNP', 'Esa\\NNP', 'Tama.\\NNP', 'Tiga\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'konsultan\\NN', 'aktuaria,\\NN']"
4064,PT\NNP Esa\NNP Tama.\NNP,3,NNP,ORGANIZATION|OTHER,True,"['bidang\\NN', 'pialang\\NN', 'asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Putera\\NNP', 'Master\\NNP', 'Insurance\\NNP', 'Broker\\NNP', 'dan\\CC']","['Tiga\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'konsultan\\NN', 'aktuaria,\\NN', 'yakni\\SC', 'PT\\NNP', 'Adiprana\\NNP', 'Daya\\NNP']"
4065,Tiga\CD perusahaan\NN,2,CD,PERSON,True,"['yaitu\\SC', 'PT\\NNP', 'Putera\\NNP', 'Master\\NNP', 'Insurance\\NNP', 'Broker\\NNP', 'dan\\CC', 'PT\\NNP', 'Esa\\NNP', 'Tama.\\NNP']","['di\\IN', 'bidang\\NN', 'konsultan\\NN', 'aktuaria,\\NN', 'yakni\\SC', 'PT\\NNP', 'Adiprana\\NNP', 'Daya\\NNP', 'Aktuaria,\\NNP', 'PT\\NNP']"
4066,"konsultan\NN aktuaria,\NN",2,NN,OTHER,True,"['Insurance\\NNP', 'Broker\\NNP', 'dan\\CC', 'PT\\NNP', 'Esa\\NNP', 'Tama.\\NNP', 'Tiga\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN']","['yakni\\SC', 'PT\\NNP', 'Adiprana\\NNP', 'Daya\\NNP', 'Aktuaria,\\NNP', 'PT\\NNP', 'Jasa\\NNP', 'Aktuaria\\NNP', 'Hahade\\NNP', 'Hewitt,\\NNP']"
4067,"PT\NNP Adiprana\NNP Daya\NNP Aktuaria,\NNP",4,NNP,ORGANIZATION,True,"['PT\\NNP', 'Esa\\NNP', 'Tama.\\NNP', 'Tiga\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'konsultan\\NN', 'aktuaria,\\NN', 'yakni\\SC']","['PT\\NNP', 'Jasa\\NNP', 'Aktuaria\\NNP', 'Hahade\\NNP', 'Hewitt,\\NNP', 'dan\\CC', 'PT\\NNP', 'Sesindo\\NNP', 'Matra.\\NNP', 'Enam\\CD']"
4068,"PT\NNP Jasa\NNP Aktuaria\NNP Hahade\NNP Hewitt,\NNP",5,NNP,ORGANIZATION|PERSON|OTHER,True,"['perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'konsultan\\NN', 'aktuaria,\\NN', 'yakni\\SC', 'PT\\NNP', 'Adiprana\\NNP', 'Daya\\NNP', 'Aktuaria,\\NNP']","['dan\\CC', 'PT\\NNP', 'Sesindo\\NNP', 'Matra.\\NNP', 'Enam\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'Penilai\\NN', 'Kerugian\\NN']"
4069,PT\NNP Sesindo\NNP Matra.\NNP,3,NNP,ORGANIZATION|OTHER,True,"['PT\\NNP', 'Adiprana\\NNP', 'Daya\\NNP', 'Aktuaria,\\NNP', 'PT\\NNP', 'Jasa\\NNP', 'Aktuaria\\NNP', 'Hahade\\NNP', 'Hewitt,\\NNP', 'dan\\CC']","['Enam\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'Penilai\\NN', 'Kerugian\\NN', 'Asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Aspac\\NNP']"
4070,Enam\CD perusahaan\NN,2,CD,PERSON,True,"['Aktuaria,\\NNP', 'PT\\NNP', 'Jasa\\NNP', 'Aktuaria\\NNP', 'Hahade\\NNP', 'Hewitt,\\NNP', 'dan\\CC', 'PT\\NNP', 'Sesindo\\NNP', 'Matra.\\NNP']","['di\\IN', 'bidang\\NN', 'Penilai\\NN', 'Kerugian\\NN', 'Asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Aspac\\NNP', 'Insurance\\NNP', 'Adjuster,\\NNP']"
4071,"Penilai\NN Kerugian\NN Asuransi,\NN",3,NN,LOCATION|OTHER,True,"['Hahade\\NNP', 'Hewitt,\\NNP', 'dan\\CC', 'PT\\NNP', 'Sesindo\\NNP', 'Matra.\\NNP', 'Enam\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN']","['yaitu\\SC', 'PT\\NNP', 'Aspac\\NNP', 'Insurance\\NNP', 'Adjuster,\\NNP', 'PT\\NNP', 'Catur\\NNP', 'Dharma\\NNP', 'Karya,\\NNP', 'PT\\NNP']"
4072,"PT\NNP Aspac\NNP Insurance\NNP Adjuster,\NNP",4,NNP,ORGANIZATION,True,"['Sesindo\\NNP', 'Matra.\\NNP', 'Enam\\CD', 'perusahaan\\NN', 'di\\IN', 'bidang\\NN', 'Penilai\\NN', 'Kerugian\\NN', 'Asuransi,\\NN', 'yaitu\\SC']","['PT\\NNP', 'Catur\\NNP', 'Dharma\\NNP', 'Karya,\\NNP', 'PT\\NNP', 'First\\NNP', 'National\\NNP', 'Adjustment,\\NNP', 'PT\\NNP', 'Manggala\\NNP']"
4073,"PT\NNP Catur\NNP Dharma\NNP Karya,\NNP",4,NNP,ORGANIZATION|OTHER,True,"['di\\IN', 'bidang\\NN', 'Penilai\\NN', 'Kerugian\\NN', 'Asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Aspac\\NNP', 'Insurance\\NNP', 'Adjuster,\\NNP']","['PT\\NNP', 'First\\NNP', 'National\\NNP', 'Adjustment,\\NNP', 'PT\\NNP', 'Manggala\\NNP', 'Pirsa\\NNP', 'Nusantara,\\NNP', 'PT\\NNP', 'Piranti\\NNP']"
4074,"PT\NNP First\NNP National\NNP Adjustment,\NNP",4,NNP,ORGANIZATION,True,"['Asuransi,\\NN', 'yaitu\\SC', 'PT\\NNP', 'Aspac\\NNP', 'Insurance\\NNP', 'Adjuster,\\NNP', 'PT\\NNP', 'Catur\\NNP', 'Dharma\\NNP', 'Karya,\\NNP']","['PT\\NNP', 'Manggala\\NNP', 'Pirsa\\NNP', 'Nusantara,\\NNP', 'PT\\NNP', 'Piranti\\NNP', 'Nusa\\NNP', 'Arta\\NNP', 'Manunggal,\\NNP', 'dan\\CC']"
4075,"PT\NNP Manggala\NNP Pirsa\NNP Nusantara,\NNP",4,NNP,ORGANIZATION|OTHER,True,"['Insurance\\NNP', 'Adjuster,\\NNP', 'PT\\NNP', 'Catur\\NNP', 'Dharma\\NNP', 'Karya,\\NNP', 'PT\\NNP', 'First\\NNP', 'National\\NNP', 'Adjustment,\\NNP']","['PT\\NNP', 'Piranti\\NNP', 'Nusa\\NNP', 'Arta\\NNP', 'Manunggal,\\NNP', 'dan\\CC', 'PT\\NNP', 'Trias\\NNP', 'Adjastama.\\NNP', 'Pencabutan\\NN']"
4076,"PT\NNP Piranti\NNP Nusa\NNP Arta\NNP Manunggal,\NNP",5,NNP,ORGANIZATION|PERSON|OTHER,True,"['Dharma\\NNP', 'Karya,\\NNP', 'PT\\NNP', 'First\\NNP', 'National\\NNP', 'Adjustment,\\NNP', 'PT\\NNP', 'Manggala\\NNP', 'Pirsa\\NNP', 'Nusantara,\\NNP']","['dan\\CC', 'PT\\NNP', 'Trias\\NNP', 'Adjastama.\\NNP', 'Pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'atas\\IN', 'dua\\CD', 'perusahaan\\NN']"
4077,PT\NNP Trias\NNP Adjastama.\NNP,3,NNP,ORGANIZATION|OTHER,True,"['PT\\NNP', 'Manggala\\NNP', 'Pirsa\\NNP', 'Nusantara,\\NNP', 'PT\\NNP', 'Piranti\\NNP', 'Nusa\\NNP', 'Arta\\NNP', 'Manunggal,\\NNP', 'dan\\CC']","['Pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'atas\\IN', 'dua\\CD', 'perusahaan\\NN', 'lain\\JJ', 'nya\\PRP', 'dilakukan\\VB', 'berdasarkan\\VB']"
4078,Pencabutan\NN izin\NN usaha\NN,3,NN,EVENT,True,"['Nusantara,\\NNP', 'PT\\NNP', 'Piranti\\NNP', 'Nusa\\NNP', 'Arta\\NNP', 'Manunggal,\\NNP', 'dan\\CC', 'PT\\NNP', 'Trias\\NNP', 'Adjastama.\\NNP']","['atas\\IN', 'dua\\CD', 'perusahaan\\NN', 'lain\\JJ', 'nya\\PRP', 'dilakukan\\VB', 'berdasarkan\\VB', 'pengajuan\\NN', 'permohonan\\NN', 'pengembalian\\NN']"
4079,dua\CD,1,CD,EVENT,True,"['Arta\\NNP', 'Manunggal,\\NNP', 'dan\\CC', 'PT\\NNP', 'Trias\\NNP', 'Adjastama.\\NNP', 'Pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'atas\\IN']","['perusahaan\\NN', 'lain\\JJ', 'nya\\PRP', 'dilakukan\\VB', 'berdasarkan\\VB', 'pengajuan\\NN', 'permohonan\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha\\NN']"
4080,nya\PRP,1,PRP,EVENT,True,"['PT\\NNP', 'Trias\\NNP', 'Adjastama.\\NNP', 'Pencabutan\\NN', 'izin\\NN', 'usaha\\NN', 'atas\\IN', 'dua\\CD', 'perusahaan\\NN', 'lain\\JJ']","['dilakukan\\VB', 'berdasarkan\\VB', 'pengajuan\\NN', 'permohonan\\NN', 'pengembalian\\NN', 'izin\\NN', 'usaha\\NN', 'setelah\\SC', 'tidak\\NEG', 'berusaha\\VB']"
